PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
90,2025-04-11,19:31:32,3,3,"Schmitz, Paul",812367,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,4,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.32377,-1.343181,-0.383927,2272.909394,202.84319,12:45,6.37069,1.50283,6.1004,-21.62537,14.66135,5.58996,3.32604,1.61357,79.13232,-5.46752,0.623769,0.433556,,,,,,,,,,,,-2.97221,8.40134,-1.47594,50,6.25608,0.61678,-128.00471,-3.63314,-4.82238,31.86734,-18.54289,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,7c0cbb00-1735-11f0-b3ec-b7b50aa593bb,86.93791,,,9.19144,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:31:32,2025-04-11T19:31:32.4740000-05:00,2025-04-12T00:31:32.4740000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,c418afa0-c5b6-4e02-8de6-8dab65748bb1,54.39402,-129.09398,15.93367,6.36943,-2.99932,-9.27145,-1.49984,0.78162,-2.41119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2025-04-11,19:31:47,3,4,"Schmitz, Paul",812367,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,4,Top,2,2,1,Cutter,Slider,InPlay,Undefined,LineDrive,Double,0,0,,85.14065,-1.89364,-1.525218,2190.218703,181.533004,12:00,6.38639,1.54312,6.0511,-26.20478,12.63989,0.30098,2.44839,0.15592,77.08061,-6.818655,-1.47102,0.448577,104.54232,17.432991,14.210474,1241.649803,105.53807,28.53174,31.01084,308.38822,308.38822,21.031915,2.961919,-0.64555,7.5237,-1.4246,50,6.22501,3.27563,-123.46665,-4.87366,-0.98174,27.97766,-20.73225,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,84be60a0-1735-11f0-b3ec-b7b50aa593bb,84.02665,33.30161,,8.06005,,,,2.23918,2.60473,-0.16209,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:31:47,2025-04-11T19:31:46.8950000-05:00,2025-04-12T00:31:46.8950000Z,LineDrive,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,39dc6349-da16-4a06-b1f7-5c41208ae930,54.44806,-124.4705,13.98883,6.38654,-4.12978,-10.36612,-1.54276,3.31085,-0.49087,240.244414,2.23919,141.80878,-25.06688,5.53923,-1.20999,0.23514,-0.03949,0.00463,-0.00026,2.60473,45.93583,-18.81684,1.44399,-0.22225,0.03596,-0.00505,0.0008,-7.00E-05,-0.16211,35.91168,3.08125,-1.84697,0.59053,-0.14037,0.02475,-0.00281,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2025-04-11,19:32:31,4,1,"Schmitz, Paul",812367,Right,HOU_COU,"Swain, Chase",701886,Right,WES_MOU,Undefined,4,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.38311,-0.406319,0.089316,2298.194229,77.657896,8:30,6.44495,1.50607,5.9287,-48.80581,0.04346,-8.27115,2.00078,0.89968,68.97127,-9.426262,-1.400313,0.503038,,,,,,,,,,,,4.25177,0.73827,-1.50864,50,6.38547,0.133,-110.75646,-2.27712,5.15303,24.26286,-31.27929,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,9f641fd0-1735-11f0-b3ec-b7b50aa593bb,74.92964,,,7.41184,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:32:31,2025-04-11T19:32:31.3990000-05:00,2025-04-12T00:32:31.3990000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,0a55c608-988d-4ed6-afe1-5ff69739a339,54.56951,-111.753,12.13143,6.45261,-0.9924,-15.63965,-1.50976,-0.07865,2.57652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2025-04-11,19:32:49,4,2,"Schmitz, Paul",812367,Right,HOU_COU,"Swain, Chase",701886,Right,WES_MOU,Undefined,4,Top,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.96357,-2.952565,-2.926711,2402.669315,190.799601,12:15,6.30715,1.44214,6.33389,-12.76418,20.3647,3.64933,2.51878,-0.95102,82.75451,-5.459816,-2.26776,0.414262,76.9415,43.65768,121.75233,5168.591232,,,,,45.44087,,,-2.85669,11.913,-1.23032,50,6.08532,6.65477,-133.15033,-7.16366,-5.03977,33.20598,-11.1571,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,a9e35980-1735-11f0-b3ec-b7b50aa593bb,90.98705,39.10434,,9.20906,,,,1.03925,2.52425,1.07054,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:32:49,2025-04-11T19:32:49.2490000-05:00,2025-04-12T00:32:49.2490000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,837b1bb5-477d-40c2-8eb1-49b0485a7700,54.16414,-134.18479,16.60299,6.30307,-6.81609,-5.57855,-1.44008,6.81177,-2.51989,,1.03925,-42.96424,-2.91299,1.91786,-0.5921,0.10483,0.09644,-0.14924,0.07251,2.52425,77.90397,-28.99559,3.82427,-0.83147,0.1484,0.01208,-0.04829,0.0249,1.07054,69.42313,-13.23226,2.73666,-0.57501,0.08276,0.04568,-0.07656,0.03712,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2025-04-11,19:33:16,4,3,"Schmitz, Paul",812367,Right,HOU_COU,"Swain, Chase",701886,Right,WES_MOU,Undefined,4,Top,2,0,2,Cutter,Slider,InPlay,Undefined,LineDrive,Triple,0,1,,86.85674,-2.757955,-2.638281,2326.356933,194.965104,12:30,6.4263,1.46208,6.15172,-26.6032,10.42414,2.45122,1.65638,-0.7731,79.2437,-7.723405,-2.196383,0.437958,94.10122,15.710378,5.369452,2654.643185,108.79459,24.02499,16.23686,279.97642,279.97642,13.45165,2.885809,-2.07205,6.59091,-1.26259,50,6.20251,5.70634,-125.90997,-6.89337,-3.29949,27.48571,-21.67875,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,b99683c0-1735-11f0-b3ec-b7b50aa593bb,86.06399,26.66495,,7.61305,,,,2.02685,1.78091,0.74535,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:33:16,2025-04-11T19:33:15.5890000-05:00,2025-04-12T00:33:15.5890000Z,LineDrive,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,1aaaf009-4d7d-409d-beee-0a78bb4bc72c,54.34896,-126.85578,13.74285,6.42688,-6.14739,-10.83937,-1.4609,5.81988,-1.64974,228.820406,2.02691,132.27385,-20.87116,4.16094,-0.85419,0.17081,-0.03279,0.00481,-0.00034,1.78065,37.38149,-15.2771,1.26005,-0.32073,0.03343,0.02023,-0.00766,0.00082,0.74509,12.44313,5.71935,-1.17073,0.1978,-0.07268,0.03681,-0.00954,0.00093,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2025-04-11,19:34:53,5,1,"Schmitz, Paul",812367,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,4,Top,2,0,0,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.64557,-2.975809,-0.873656,2444.065481,72.263147,8:30,6.54814,1.32887,5.73902,-45.68428,-1.09473,-7.918,-0.03273,-0.14456,73.52714,-11.267028,-2.296765,0.480605,,,,,,,,,,,,3.82843,0.66429,-1.25104,50,6.27179,2.0539,-115.53846,-7.48736,5.14032,22.87601,-31.28214,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,f3682680-1735-11f0-b3ec-b7b50aa593bb,78.42711,,,6.11843,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:34:53,2025-04-11T19:34:52.5400000-05:00,2025-04-12T00:34:52.5400000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,774cc1b5-078a-40fe-84b1-4b016e44aede,54.76407,-116.4779,11.43801,6.55289,-6.2027,-15.64107,-1.33105,1.84281,2.57016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2025-04-11,19:35:10,5,2,"Schmitz, Paul",812367,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,4,Top,2,1,0,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.67018,-2.254858,-2.399373,2202.36023,200.637744,12:45,6.38237,1.58017,6.24232,-26.5382,11.32162,3.78437,2.08807,-0.31895,78.15305,-7.229581,-1.715834,0.442854,,,,,,,,,,,,-2.71791,6.92284,-1.40334,50,6.20107,5.06818,-124.30622,-5.68652,-4.21828,26.7983,-21.42961,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,fda1a4a0-1735-11f0-b3ec-b7b50aa593bb,85.11255,,,7.51714,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:35:10,2025-04-11T19:35:09.7520000-05:00,2025-04-12T00:35:09.7520000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,0c9d1c49-3902-4775-9e9f-6af4b383416f,54.25967,-125.22117,13.39915,6.38273,-4.95487,-10.71481,-1.57884,5.2122,-2.10914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2025-04-11,19:35:31,5,3,"Schmitz, Paul",812367,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,4,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.42738,-2.397592,-0.591917,2283.038205,198.748765,12:30,6.37295,1.29409,6.15007,-15.06765,18.29989,5.8224,2.9005,1.23233,82.9825,-5.297803,0.458357,0.415751,,,,,,,,,,,,-3.16827,10.49934,-1.25187,50,6.18252,1.12103,-132.65299,-5.95569,-5.59978,30.51815,-13.61689,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,0a81ffd0-1736-11f0-b3ec-b7b50aa593bb,90.66107,,,8.44488,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:35:31,2025-04-11T19:35:31.2140000-05:00,2025-04-12T00:35:31.2140000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,2d2579f0-e3b8-4214-93e0-2c216cd19d2e,54.34812,-133.64957,15.25907,6.36975,-5.51102,-6.80845,-1.29146,1.30389,-2.79989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2025-04-11,19:35:50,5,4,"Schmitz, Paul",812367,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,4,Top,2,2,1,Cutter,Four-Seam,InPlay,Undefined,GroundBall,Error,0,1,,85.93813,-1.960783,-1.447923,2133.076729,207.810274,1:00,6.40267,1.44656,6.23914,-24.22871,13.38725,6.38646,2.5736,0.64283,78.21935,-6.530929,-0.293647,0.441425,77.41141,4.932733,19.937267,2491.285537,,,,74.92628,72.88711,20.505764,0.694998,-3.7715,7.92174,-1.34178,50,6.24448,2.90845,-124.7491,-4.97736,-5.89237,27.10405,-19.79762,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,15d35690-1736-11f0-b3ec-b7b50aa593bb,85.388,3.81452,,7.71878,,,,2.07671,2.64292,-0.69617,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:35:50,2025-04-11T19:35:50.2860000-05:00,2025-04-12T00:35:50.2860000Z,GroundBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,ea60bf98-9e79-499e-872c-25cd9db708a0,54.26127,-125.67153,13.55202,6.40241,-4.30359,-9.89881,-1.44418,3.10899,-2.94618,303.460104,2.09494,105.98166,-11.57323,,,,,,,2.66874,9.26241,-18.90268,,,,,,,-0.70406,38.72543,0.09124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2025-04-11,19:37:07,6,1,"Schmitz, Paul",812367,Right,HOU_COU,"King, Skylar",703455,Left,WES_MOU,Undefined,4,Top,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.97306,-1.92438,-0.565631,2034.026531,191.67466,12:30,6.38794,1.57518,6.11792,-28.98238,11.64619,2.1148,2.19276,1.22844,75.46613,-7.352132,-0.183994,0.458762,,,,,,,,,,,,-1.25744,7.0367,-1.53286,50,6.22548,1.10562,-120.38173,-4.90729,-1.82647,25.58729,-21.95309,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,433895a0-1736-11f0-b3ec-b7b50aa593bb,82.16126,,,7.50693,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:37:07,2025-04-11T19:37:06.6250000-05:00,2025-04-12T00:37:06.6250000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,d59a13e9-c49e-4ee0-b0ef-f044e37fb0d2,54.37945,-121.30902,12.79364,6.3889,-4.11171,-10.97655,-1.57413,1.17181,-0.91324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2025-04-11,19:37:24,6,2,"Schmitz, Paul",812367,Right,HOU_COU,"King, Skylar",703455,Left,WES_MOU,Undefined,4,Top,2,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.68191,0.542957,-1.383639,2344.889728,32.997643,7:00,6.51321,1.34847,5.88291,-48.48951,-4.2004,-3.67292,2.97681,-0.2428,72.85467,-8.366309,-2.04367,0.478983,,,,,,,,,,,,1.45528,-1.83327,-1.23467,50,6.52943,2.93532,-115.70076,-0.489,1.95681,23.20902,-34.63913,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,4dd34690-1736-11f0-b3ec-b7b50aa593bb,78.69266,,,6.82724,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:37:24,2025-04-11T19:37:24.2120000-05:00,2025-04-12T00:37:24.2120000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,3947dbf9-ae30-4ab9-9efc-2a9b13a39435,54.61813,-116.62345,11.60451,6.52149,0.88811,-17.31957,-1.34981,2.85752,0.9784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2025-04-11,19:37:39,6,3,"Schmitz, Paul",812367,Right,HOU_COU,"King, Skylar",703455,Left,WES_MOU,Undefined,4,Top,2,1,1,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.24473,-2.761431,-1.253261,2143.574978,205.862247,12:45,6.34825,1.67348,6.24126,-28.10289,9.28922,3.88732,1.45656,0.84121,78.69208,-8.008204,-0.55,0.44011,,,,,,,,,,,,-2.38331,6.0478,-1.5819,50,6.12866,2.58275,-125.10346,-6.89952,-3.74684,27.12722,-22.66621,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,56de7de0-1736-11f0-b3ec-b7b50aa593bb,85.64321,,,7.55265,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:37:39,2025-04-11T19:37:39.4270000-05:00,2025-04-12T00:37:39.4270000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,c6f1a129-9a41-44d3-aa05-f56a53764a55,54.25729,-126.02322,13.56361,6.34956,-6.13101,-11.3331,-1.67162,2.70979,-1.87342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2025-04-11,19:38:00,6,4,"Schmitz, Paul",812367,Right,HOU_COU,"King, Skylar",703455,Left,WES_MOU,Undefined,4,Top,2,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.63075,-1.005709,-2.20474,2224.027333,200.140193,12:45,6.41195,1.55795,6.14208,-16.39808,17.7443,6.06024,4.11524,0.02445,81.72381,-4.16886,-1.113093,0.42055,,,,,,,,,,,,-3.79776,9.80764,-1.39272,50,6.32663,4.79788,-131.41801,-2.74892,-6.55349,31.30168,-15.24982,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,62ff3290-1736-11f0-b3ec-b7b50aa593bb,89.62643,,,8.90695,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:38:00,2025-04-11T19:37:59.9540000-05:00,2025-04-12T00:37:59.9540000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,c8189715-fc72-491e-ad38-d736f02852f6,54.35473,-132.45118,15.65084,6.40906,-2.24558,-7.62491,-1.55466,5.01419,-3.27675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2025-04-11,19:38:19,6,5,"Schmitz, Paul",812367,Right,HOU_COU,"King, Skylar",703455,Left,WES_MOU,Undefined,4,Top,2,3,1,Cutter,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.29235,-2.440652,-2.684024,2154.256969,194.932571,12:30,6.27823,1.63376,6.56369,-20.63552,14.97784,3.6415,2.31721,-0.52528,79.56068,-6.394353,-2.022931,0.429515,98.63759,2.702557,46.020828,3783.376641,,,,74.9744,74.44952,48.034576,0.555792,-2.81374,9.06646,-1.45026,50,6.1011,5.85989,-127.97001,-6.0073,-4.57723,31.09267,-17.42537,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,6eaa4210-1736-11f0-b3ec-b7b50aa593bb,87.75587,3.07922,,8.73166,,,,1.97815,2.54642,0.45514,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,0:38:19,2025-04-11T19:38:19.3690000-05:00,2025-04-12T00:38:19.3690000Z,GroundBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,1bb378d8-ce3b-43ae-9393-93c3fa7e0ba5,53.93516,-128.92258,15.54634,6.27697,-5.47345,-8.71268,-1.63194,6.00012,-2.28862,,2.01915,99.34695,-23.11202,,,,,,,2.56979,6.25176,-19.63769,,,,,,,0.45457,104.00553,-8.13461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
